elo_rank,elo_score,name,elo_matches,nicolinho/QRM-Gemma-2-27B,Skywork/Skywork-Reward-Gemma-2-27B-v0.2,Skywork/Skywork-Reward-Gemma-2-27B,Skywork/Skywork-Reward-Llama-3.1-8B-v0.2,nicolinho/QRM-Llama3.1-8B,LxzGordon/URM-LLaMa-3.1-8B,Ray2333/GRM-Llama3-8B-rewardmodel-ft,Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,RLHFlow/ArmoRM-Llama3-8B-v0.1,Ray2333/GRM-gemma2-2B-rewardmodel-ft
22,1583,Consciousness,1317,3.1900174617767334,-6.6875,-18.375,-13.1875,17.36216926574707,0.7025054693222046,-14.3046875,-2.328125,0.0703125,-1.287109375
23,1583,Sunlight,1710,2.267643928527832,-8.5,-27.5,-17.375,10.95333480834961,0.33666104078292847,-16.0625,-3.818359375,0.058837890625,-4.09375
24,1580,Joy,1825,3.01749849319458,-6.9375,-21.625,-15.25,9.689118385314941,-0.008986055850982666,-17.078125,-2.18359375,0.045166015625,0.81787109375
25,1580,Self-awareness,133,2.8112728595733643,-7.5625,-22.0,-13.4375,13.72038459777832,0.5015066862106323,-14.9453125,-2.373046875,0.07275390625,-1.6259765625
26,1579,Matter,685,2.055436849594116,-9.9375,-29.25,-20.5,6.794740676879883,0.11162310838699341,-16.953125,-4.80078125,0.05224609375,-8.0625
27,1579,Eating,293,0.9644883275032043,-11.625,-36.25,-23.875,0.009314298629760742,-0.20086319744586945,-18.359375,-7.2265625,0.044677734375,-8.2578125
28,1576,Language,587,2.739359140396118,-7.78125,-19.875,-15.3125,12.118488311767578,0.22115309536457062,-14.921875,-2.0390625,0.068359375,-4.62109375
29,1572,Learning,735,2.4068832397460938,-8.4375,-22.25,-12.625,15.629508018493652,0.6052275896072388,-14.8125,-2.14453125,0.064453125,-1.6572265625
30,1571,Drinking water,432,1.1525652408599854,-10.0625,-33.5,-21.75,2.77152681350708,-0.07955388724803925,-16.796875,-3.66015625,0.052978515625,-4.48046875
31,1571,Truth,982,3.0657763481140137,-6.90625,-18.875,-12.375,17.91513442993164,0.5633693933486938,-15.703125,-0.9130859375,0.060546875,-0.51806640625
32,1570,Idea,395,1.844671607017517,-8.9375,-23.75,-16.625,9.438713073730469,0.19069409370422363,-16.65625,-3.03125,0.060302734375,-3.4140625
33,1570,Freedom of choice,511,2.7900924682617188,-7.125,-22.25,-13.5625,14.94376277923584,0.6734048128128052,-14.6796875,-0.7509765625,0.0703125,0.177978515625
34,1569,The Internet,2003,2.1507558822631836,-8.75,-29.5,-19.125,10.862661361694336,0.22728613018989563,-14.1171875,-1.533203125,0.07421875,-2.216796875
35,1569,Honesty,249,2.6548471450805664,-7.625,-22.5,-14.3125,14.177290916442871,0.5746321678161621,-15.4921875,-1.30859375,0.06787109375,-0.51318359375
36,1568,Wisdom,1082,3.1463208198547363,-6.625,-18.5,-12.875,13.73248291015625,0.7025542259216309,-15.34375,-1.833984375,0.064453125,-0.59423828125
37,1567,Humour,916,2.1643259525299072,-8.4375,-27.25,-18.125,10.396929740905762,0.07185328006744385,-15.9609375,-2.572265625,0.06591796875,-3.2109375
38,1566,Female body shape,513,0.31068217754364014,-15.4375,-43.0,-23.25,3.243399143218994,-0.190584197640419,-17.859375,-8.75,0.04345703125,-8.859375
39,1566,Memory,471,2.5613584518432617,-8.125,-22.875,-16.5,9.230348587036133,0.21241801977157593,-17.71875,-3.12890625,0.0517578125,-4.36328125
40,1565,Choice,96,2.228306293487549,-9.0,-22.125,-18.375,11.658092498779297,0.19277119636535645,-14.9921875,-7.24609375,0.050048828125,-3.48828125
41,1557,Intelligence,1110,2.875816822052002,-6.9375,-21.375,-13.9375,15.922866821289062,0.680350661277771,-15.4921875,-3.88671875,0.07470703125,-3.962890625
42,1555,Peace,472,3.1877212524414062,-5.75,-18.875,-11.8125,19.01858901977539,0.922034502029419,-14.359375,-0.849609375,0.07666015625,1.560546875
43,1555,Internet,1816,1.958228349685669,-9.0,-30.25,-19.25,9.201407432556152,0.09394589066505432,-15.2578125,-2.287109375,0.06689453125,-4.42578125
44,1553,Orgasm,2657,1.2279388904571533,-11.125,-33.0,-19.875,6.225877285003662,-0.1947726160287857,-15.53125,-7.5390625,0.061279296875,-6.30078125
45,1550,Human sexual activity,667,0.713113009929657,-13.75,-42.5,-25.875,1.5546298027038574,-0.2368006855249405,-18.09375,-9.0625,0.046142578125,-10.0703125
46,1549,Biology,703,2.080807685852051,-9.0,-27.5,-23.125,4.549498558044434,-0.1218065619468689,-17.734375,-6.84765625,0.0556640625,-6.875
47,1544,Freedom of speech,1595,2.573627233505249,-7.5625,-26.25,-15.0,9.338077545166016,0.2510743737220764,-15.078125,-2.580078125,0.0703125,-3.267578125
48,1544,Technology,911,2.219694137573242,-8.5,-28.125,-19.75,7.456757545471191,0.0015010535717010498,-16.484375,-2.9609375,0.060302734375,-4.73828125
49,1543,Time,766,2.1832826137542725,-9.0625,-24.875,-18.125,8.186479568481445,0.14745864272117615,-17.078125,-3.79296875,0.062255859375,-2.974609375
50,1543,Music,1924,2.6420998573303223,-6.96875,-22.25,-16.125,13.498948097229004,0.47184351086616516,-15.6484375,-2.060546875,0.07373046875,-1.248046875
51,1540,Immune system,430,1.9037597179412842,-8.875,-29.0,-16.75,9.899679183959961,0.22541573643684387,-14.8359375,-3.662109375,0.064453125,-3.12109375
52,1540,Atmosphere of Earth,488,1.74785315990448,-8.6875,-31.125,-18.0,8.766645431518555,0.21345770359039307,-14.6875,-5.2109375,0.07470703125,-0.9208984375
53,1539,Living,774,2.1576290130615234,-8.4375,-23.75,-16.625,13.649724960327148,0.3563653230667114,-16.546875,-5.515625,0.045166015625,-4.1328125
54,1536,Hope,668,2.9735491275787354,-7.03125,-15.875,-13.25,12.764909744262695,0.256486713886261,-13.65625,-2.201171875,0.06005859375,0.0084686279296875
55,1533,Writing,1878,2.1214351654052734,-9.0,-29.625,-18.375,9.114752769470215,0.22086423635482788,-16.609375,-3.75390625,0.064453125,-5.4921875
56,1531,Reality,752,2.4863955974578857,-8.25,-21.5,-14.875,15.142680168151855,0.4046429693698883,-15.8515625,-1.82421875,0.06298828125,-1.150390625
57,1531,Family,1629,2.297131061553955,-7.625,-23.5,-13.75,13.870214462280273,0.6425431966781616,-15.578125,-2.17578125,0.049560546875,-1.4033203125
58,1530,Big Bang,1589,2.1758480072021484,-8.3125,-25.75,-17.75,9.148590087890625,0.18843974173069,-16.3125,-4.25390625,0.05615234375,-6.53515625
59,1529,Unconditional love,719,3.320488214492798,-5.65625,-16.25,-6.8125,24.350784301757812,1.1376782655715942,-13.453125,0.3271484375,0.0810546875,4.51171875
60,1528,Writing system,494,1.6639059782028198,-9.5625,-30.25,-19.125,7.247117519378662,0.10708287358283997,-15.8046875,-4.38671875,0.06787109375,-5.1875
61,1528,Sexual intercourse,1746,1.1228458881378174,-12.6875,-37.0,-22.625,6.018454551696777,-0.23610374331474304,-16.78125,-8.40625,0.049560546875,-9.0078125
62,1522,Human rights,115,2.5365211963653564,-7.4375,-25.625,-15.75,10.412052154541016,0.589340329170227,-15.6875,-3.2890625,0.0693359375,-0.904296875
63,1522,Comedy,383,1.8828405141830444,-9.375,-31.125,-17.75,12.661787986755371,0.23221884667873383,-16.015625,-3.8359375,0.06982421875,-3.30859375
64,1521,Imagination,574,3.068268060684204,-6.84375,-15.125,-11.125,15.410259246826172,0.5872016549110413,-13.390625,0.1258544921875,0.08544921875,-0.5009765625
65,1520,Evolution,3195,2.7370941638946533,-7.8125,-22.875,-17.875,5.949841499328613,0.09587220847606659,-14.734375,-2.505859375,0.0654296875,-3.724609375
66,1519,Atmosphere,1378,1.5180002450942993,-10.1875,-32.75,-18.5,7.563345909118652,0.05406789481639862,-16.421875,-4.08203125,0.06396484375,-2.890625
67,1519,Affection,354,2.583763599395752,-7.9375,-21.125,-18.25,13.517452239990234,0.26884526014328003,-15.5,-3.84375,0.058837890625,-0.630859375
68,1517,Laughter,692,2.323669672012329,-8.125,-25.625,-15.4375,13.750603675842285,0.5819246768951416,-14.7109375,-3.015625,0.07421875,-0.1356201171875
69,1516,Sex,310,1.1495407819747925,-11.9375,-33.75,-21.875,6.035623550415039,-0.24590599536895752,-16.71875,-7.08203125,0.0498046875,-8.5859375
70,1516,Loyalty,868,2.4561965465545654,-7.71875,-22.5,-13.1875,14.246818542480469,0.7119088172912598,-15.5546875,-1.798828125,0.061767578125,-0.369140625
71,1515,DNA,1480,2.567922592163086,-8.1875,-23.75,-15.8125,12.655770301818848,0.35911890864372253,-13.984375,-1.916015625,0.072265625,-4.2734375
72,1515,Forgiveness,1797,2.7095770835876465,-6.875,-20.25,-12.3125,16.66484832763672,0.8931879997253418,-13.21875,-2.11328125,0.076171875,0.1983642578125
73,1512,Compassion,1889,3.3817532062530518,-6.40625,-16.125,-10.5625,19.398099899291992,0.9849300384521484,-12.7734375,-0.8056640625,0.08544921875,2.986328125
74,1511,Democracy,1697,2.188601016998291,-8.8125,-27.875,-15.0,15.388983726501465,0.611016035079956,-13.421875,-1.5498046875,0.0732421875,-2.109375
75,1511,Communication,354,2.4187140464782715,-8.0625,-21.375,-14.625,15.11551284790039,0.42662158608436584,-14.9453125,-1.1845703125,0.0751953125,-2.396484375
76,1511,Electricity,2559,2.178483247756958,-8.4375,-26.125,-18.875,9.575746536254883,0.17374244332313538,-16.109375,-2.509765625,0.064453125,-3.607421875
77,1510,Independence,438,2.419384002685547,-8.5,-26.75,-15.75,13.26932144165039,0.509568989276886,-15.703125,-3.298828125,0.06103515625,-3.365234375
78,1510,Sexual arousal,1537,0.947324812412262,-13.3125,-40.5,-23.25,2.287385940551758,-0.41512513160705566,-18.09375,-9.328125,0.04296875,-9.140625
79,1510,Electronics,39,1.3814492225646973,-9.4375,-34.5,-23.375,1.4136686325073242,-0.35751819610595703,-18.53125,-5.4140625,0.047607421875,-7.26953125
80,1509,Sense of wonder,292,2.634845495223999,-7.625,-22.125,-11.75,16.32399559020996,0.6705003976821899,-14.96875,-1.7421875,0.080078125,2.10546875
81,1508,Milky Way,831,1.26176917552948,-9.8125,-33.0,-22.5,3.9328136444091797,-0.08043378591537476,-17.59375,-6.8359375,0.046142578125,-5.328125
82,1508,History,1571,1.9214483499526978,-9.625,-28.25,-18.25,9.890600204467773,0.18055489659309387,-17.03125,-5.671875,0.05419921875,-5.73046875
83,1507,Sound,1411,1.3282673358917236,-9.375,-31.375,-18.0,6.485010147094727,0.20717023313045502,-16.546875,-4.55078125,0.059326171875,-3.537109375
84,1506,Woman,1672,1.8860636949539185,-9.75,-27.75,-19.25,10.885787963867188,0.2830299139022827,-16.015625,-6.59375,0.051025390625,-5.76953125
85,1506,Making out,176,0.18203900754451752,-13.4375,-40.5,-21.125,5.752692222595215,-0.18197236955165863,-18.125,-8.953125,0.05078125,-8.7265625
86,1506,Reading,373,1.9050886631011963,-9.25,-29.375,-17.375,10.108827590942383,0.33108940720558167,-16.203125,-4.203125,0.0625,-3.193359375
87,1504,Natural science,76,1.9645425081253052,-8.5625,-29.125,-21.25,6.031924724578857,0.010041803121566772,-17.046875,-4.97265625,0.060302734375,-6.83203125
88,1504,Scientific method,369,2.3209280967712402,-7.9375,-26.5,-17.75,10.503198623657227,0.20073173940181732,-14.15625,-2.802734375,0.08056640625,-4.4453125
89,1503,Star,255,1.558497428894043,-10.125,-31.375,-19.75,8.73072624206543,0.09700128436088562,-17.578125,-7.82421875,0.05322265625,-6.27734375
90,1503,Agriculture,917,1.9540492296218872,-9.5625,-29.875,-18.0,9.469657897949219,0.14222849905490875,-14.984375,-2.896484375,0.0791015625,-4.1640625
91,1501,Leisure,160,1.4255112409591675,-10.5,-32.5,-18.625,12.486482620239258,0.21042442321777344,-17.09375,-6.7421875,0.055419921875,-5.29296875
92,1501,Nervous system,367,1.5897889137268066,-9.9375,-30.625,-20.25,6.509395122528076,0.14886873960494995,-16.5,-5.7578125,0.053466796875,-5.15234375
93,1500,Meaning of life,306,2.384207010269165,-8.5,-28.625,-16.625,9.108482360839844,0.3277435898780823,-16.515625,-5.03125,0.06298828125,-3.533203125
94,1500,Heart,327,2.5802855491638184,-8.0625,-23.5,-18.25,8.135446548461914,0.14055252075195312,-16.46875,-3.076171875,0.05517578125,-0.032684326171875
95,1497,Computer,118,1.6169291734695435,-10.1875,-33.0,-20.875,6.253878593444824,-0.057658225297927856,-16.71875,-3.93359375,0.059326171875,-8.1328125
96,1497,Energy,449,2.3801114559173584,-8.1875,-23.5,-16.375,11.700773239135742,0.4080229103565216,-15.9453125,-2.1328125,0.0693359375,-3.33203125
97,1496,Problem solving,443,2.2831027507781982,-8.3125,-26.0,-12.375,14.54534912109375,0.5558911561965942,-16.0,-2.662109375,0.06640625,-2.337890625
98,1495,Storytelling,354,2.4348771572113037,-8.0,-20.75,-14.5,11.176935195922852,0.3745216131210327,-14.3359375,-2.150390625,0.0751953125,-2.384765625
99,1495,General relativity,580,1.52341890335083,-10.4375,-34.25,-18.375,11.668303489685059,0.40320122241973877,-14.6953125,-5.01953125,0.059814453125,-6.078125
100,1495,Health care,462,1.5471184253692627,-9.25,-33.25,-17.25,8.350425720214844,0.21989081799983978,-17.03125,-3.572265625,0.04833984375,-3.515625
101,1494,Drinking,400,0.06915970891714096,-12.375,-38.5,-23.75,1.7835149765014648,-0.2372412085533142,-18.453125,-8.359375,0.0439453125,-8.609375
102,1494,Altruism,666,2.627842664718628,-7.46875,-23.875,-12.375,17.668825149536133,0.8394129276275635,-14.5859375,-2.427734375,0.0771484375,-0.419921875
103,1492,Cell (biology),428,1.8184062242507935,-8.9375,-30.0,-19.375,9.192361831665039,0.2133151888847351,-17.53125,-3.9375,0.05419921875,-5.38671875
104,1491,Woman on top,1452,1.1836183071136475,-11.0625,-37.25,-22.125,3.3355817794799805,-0.21784456074237823,-18.171875,-7.8515625,0.0458984375,-8.15625
105,1491,Art,622,2.471859931945801,-7.90625,-25.25,-16.5,10.707721710205078,0.31814366579055786,-16.84375,-3.525390625,0.0654296875,-2.3515625
106,1490,DNA replication,452,1.7780070304870605,-9.75,-33.25,-21.25,3.5572586059570312,-0.1197347342967987,-16.96875,-5.33203125,0.05859375,-5.82421875
107,1489,Nutrition,234,1.1110085248947144,-10.5625,-35.5,-19.0,2.660435199737549,-0.09148502349853516,-17.5,-4.09375,0.0458984375,-7.11328125
108,1489,White blood cell,375,1.1861696243286133,-10.5,-36.5,-22.0,4.475553512573242,-0.1471780389547348,-17.28125,-8.0859375,0.0361328125,-6.4609375
109,1489,Peaceful transition of power,105,2.0599684715270996,-9.625,-31.875,-17.25,9.591814994812012,0.22114787995815277,-15.75,-3.080078125,0.06689453125,-2.83984375
110,1488,Innovation,669,2.812190294265747,-8.0,-22.5,-14.5,13.164266586303711,0.45988795161247253,-15.8515625,-2.09375,0.0732421875,-2.029296875
111,1488,Cleavage (breasts),664,0.5956538915634155,-14.75,-40.5,-25.5,0.9779343605041504,-0.4948374032974243,-17.5625,-9.9453125,0.050048828125,-8.9140625
112,1488,Natural environment,83,2.078932285308838,-8.1875,-28.625,-19.375,8.361272811889648,0.2787987291812897,-17.078125,-3.9140625,0.0537109375,-2.408203125
113,1488,Romance (love),1296,2.637838363647461,-7.34375,-23.875,-15.75,12.855047225952148,0.5518369674682617,-14.9140625,-3.765625,0.0693359375,-0.1424560546875
114,1487,Sense,625,1.54877769947052,-10.0625,-29.0,-20.0,4.506473541259766,-0.03316698968410492,-17.78125,-5.02734375,0.04248046875,-6.16796875
115,1486,Education,773,2.6180849075317383,-7.3125,-22.75,-13.625,14.086134910583496,0.7012233734130859,-14.2734375,-1.3994140625,0.07373046875,-1.955078125
116,1486,Culture,235,1.9606032371520996,-8.75,-28.75,-17.875,8.897523880004883,0.18260926008224487,-15.6796875,-3.720703125,0.06201171875,-5.1953125
117,1484,Freethought,462,1.908435583114624,-8.875,-27.875,-16.75,12.252382278442383,0.37998175621032715,-16.046875,-5.7578125,0.059814453125,-5.15625
118,1483,Atom,452,1.956084132194519,-9.4375,-28.875,-19.125,6.717273712158203,0.018740862607955933,-16.75,-4.296875,0.052001953125,-5.25
119,1483,People,461,1.8660811185836792,-8.375,-26.875,-18.5,8.987451553344727,0.05692844092845917,-18.453125,-6.21875,0.046142578125,-4.6796875
120,1483,Emotional intelligence,123,2.204833984375,-8.625,-30.0,-14.5,11.931243896484375,0.50989830493927,-15.65625,-3.05078125,0.0654296875,-0.53515625
121,1482,Ethics,483,2.2471704483032227,-8.5,-26.25,-15.5625,11.115748405456543,0.4781292974948883,-14.796875,-3.611328125,0.0732421875,-3.828125
122,1482,Computer program,440,1.310294270515442,-10.9375,-38.25,-23.375,3.211453914642334,-0.23311664164066315,-17.4375,-6.44921875,0.049072265625,-8.109375
123,1481,Helping behavior,1383,2.115445137023926,-8.9375,-29.5,-11.5625,17.32923698425293,0.6086053252220154,-15.8671875,-3.767578125,0.064453125,-2.611328125
124,1480,Reading comprehension,105,1.5214903354644775,-10.75,-37.75,-21.0,5.950158596038818,-0.09608308970928192,-18.328125,-5.578125,0.05517578125,-5.67578125
125,1480,Utopia,1136,1.6456189155578613,-9.3125,-31.625,-18.625,8.161850929260254,0.16385622322559357,-15.546875,-5.015625,0.0712890625,-4.3828125
126,1479,Privacy,508,2.1414544582366943,-9.8125,-33.75,-19.0,6.858332633972168,0.07882310450077057,-17.4375,-2.59375,0.0595703125,-3.205078125
127,1478,Number,1666,1.5370604991912842,-10.375,-30.875,-19.0,5.463840484619141,-0.0903439074754715,-18.0,-7.63671875,0.048828125,-6.09375
128,1478,Physical intimacy,397,1.0480706691741943,-11.75,-38.25,-20.125,5.35203218460083,0.0021517574787139893,-17.953125,-5.76171875,0.04248046875,-8.3671875
129,1475,Separation of church and state,707,1.293878436088562,-11.0,-37.0,-18.5,6.2836785316467285,0.012447550892829895,-14.53125,-4.5234375,0.07177734375,-5.08203125
130,1475,Depth perception,1512,0.7832340002059937,-11.375,-38.75,-20.625,6.791018486022949,-0.01038302481174469,-18.0625,-5.83203125,0.060791015625,-5.8203125
131,1474,Medicine,413,2.1408281326293945,-7.9375,-26.75,-14.5,13.71265983581543,0.6237517595291138,-14.015625,-1.3876953125,0.0732421875,-4.33984375
132,1473,Dimension,261,1.7820500135421753,-10.75,-29.375,-20.25,5.391205787658691,-0.0614902526140213,-17.8125,-6.546875,0.056884765625,-6.078125
133,1473,Virtue,477,2.456718921661377,-7.375,-19.75,-13.5,15.764379501342773,0.8336648941040039,-14.84375,-2.85546875,0.0634765625,0.4638671875
134,1473,Library and information science,299,1.2419556379318237,-10.625,-38.25,-22.125,4.033579349517822,-0.17565225064754486,-17.03125,-7.2890625,0.054931640625,-5.1875
135,1472,Speech,468,2.028317928314209,-8.9375,-27.5,-16.5,12.328128814697266,0.31068506836891174,-15.359375,-4.23828125,0.0703125,-4.17578125
136,1472,Freedom of the press,331,2.0551514625549316,-9.0625,-33.5,-17.75,6.139978408813477,0.03051665425300598,-15.9375,-3.509765625,0.0693359375,-4.48046875
137,1472,Exploration,412,2.430387020111084,-8.75,-23.75,-18.5,6.571960926055908,0.13038988411426544,-15.15625,-4.2421875,0.07080078125,-4.0
138,1471,Vaccine,1662,1.9518163204193115,-8.875,-27.875,-16.625,13.328296661376953,0.4471421241760254,-12.375,-2.71484375,0.076171875,-1.8046875
139,1471,Personal computer,1907,1.6178970336914062,-9.0,-33.5,-20.25,7.75674295425415,0.11439594626426697,-15.9375,-5.0859375,0.0693359375,-3.927734375
140,1471,Healing,208,2.2699296474456787,-8.0,-22.875,-13.8125,14.700517654418945,0.6727782487869263,-14.9453125,-1.9384765625,0.06640625,-1.619140625
141,1471,Soul,1235,2.700349807739258,-7.53125,-22.0,-14.125,13.433422088623047,0.6234860420227051,-16.140625,-4.1953125,0.0595703125,-0.76416015625
142,1471,Research,104,2.2279844284057617,-9.3125,-27.75,-17.625,11.919058799743652,0.17703944444656372,-17.25,-5.15625,0.056396484375,-5.26171875
143,1471,Planet,409,1.766999363899231,-10.125,-31.5,-22.375,3.8966078758239746,-0.12553060054779053,-18.15625,-6.4140625,0.05419921875,-6.125
144,1470,Forest,627,1.8993110656738281,-10.75,-33.75,-21.5,4.71666955947876,-0.10784873366355896,-17.578125,-5.80859375,0.049072265625,-5.875
145,1470,Plant,1224,1.2999168634414673,-10.1875,-32.25,-21.0,5.939962387084961,0.00509701669216156,-17.484375,-5.21484375,0.06005859375,-6.1484375
146,1470,Calmness,184,1.9455444812774658,-8.5,-28.0,-16.75,8.412466049194336,0.2928556203842163,-17.53125,-2.291015625,0.06396484375,-1.5712890625
147,1468,Randomness,1613,2.0331451892852783,-10.0,-31.625,-17.125,11.376396179199219,0.047252923250198364,-16.421875,-4.93359375,0.06689453125,-4.01171875
148,1468,Individual,246,1.922812819480896,-9.1875,-28.625,-19.375,9.339363098144531,0.11921273171901703,-18.984375,-6.5625,0.058349609375,-6.44921875
149,1468,Teamwork,191,1.9465923309326172,-8.625,-28.75,-15.1875,10.081905364990234,0.2995761036872864,-15.8359375,-2.56640625,0.06689453125,-0.755859375
150,1467,Emotion,875,2.191917657852173,-7.96875,-23.875,-18.625,6.21533727645874,0.07644397020339966,-17.234375,-3.4765625,0.060791015625,-2.68359375
151,1467,Human sexuality,105,1.223331093788147,-12.375,-38.75,-22.375,4.583698272705078,-0.14431622624397278,-17.609375,-6.55859375,0.048583984375,-8.59375
152,1467,Public transport,1815,0.6625807285308838,-11.0625,-38.25,-21.0,8.051795959472656,-0.10273604094982147,-17.03125,-5.9453125,0.052490234375,-4.6484375
153,1466,Poverty reduction,36,2.106471061706543,-8.8125,-31.25,-18.75,8.305082321166992,0.25796157121658325,-15.9375,-4.2890625,0.068359375,-1.2294921875
154,1466,Women's suffrage,340,1.5818334817886353,-10.3125,-34.25,-17.375,8.264959335327148,0.34458357095718384,-15.46875,-6.7578125,0.06884765625,-3.677734375
155,1465,Universal health care,447,1.5535019636154175,-9.75,-37.5,-19.625,3.5985827445983887,-0.032619670033454895,-17.203125,-3.244140625,0.055908203125,-3.837890625
156,1464,Probability,479,1.9647430181503296,-9.75,-28.875,-18.25,10.120158195495605,-0.027061238884925842,-18.515625,-4.7421875,0.060302734375,-6.765625
157,1464,Ecstasy (emotion),363,2.0967414379119873,-8.75,-28.75,-18.5,5.447027683258057,0.08287075161933899,-17.0625,-5.8515625,0.060302734375,-2.494140625
158,1463,Heat,619,1.4760668277740479,-10.875,-35.25,-19.0,5.481751441955566,-0.009918704628944397,-16.765625,-5.34375,0.04296875,-6.20703125
159,1463,Skin,499,0.9029644727706909,-10.75,-37.0,-20.875,6.245884418487549,-0.2536453604698181,-17.015625,-6.4921875,0.0556640625,-7.59765625
160,1462,Justice,961,2.636467456817627,-7.5625,-22.0,-13.1875,15.533121109008789,0.695865273475647,-15.15625,-1.6533203125,0.06787109375,0.2215576171875
161,1462,Breast,440,0.4256071150302887,-13.9375,-35.75,-23.625,3.457101345062256,-0.4087349772453308,-17.15625,-9.5703125,0.0380859375,-8.390625
162,1462,Dignity,304,2.485691547393799,-7.65625,-21.375,-14.5,12.297746658325195,0.6088507175445557,-15.5625,-2.576171875,0.076171875,0.55517578125
163,1461,Future,288,2.1102237701416016,-9.375,-28.0,-17.75,9.470380783081055,0.19767549633979797,-15.765625,-5.0546875,0.0634765625,-3.21875
164,1461,Moon,1824,1.6689776182174683,-10.8125,-33.25,-19.5,7.652310848236084,-0.007256433367729187,-17.046875,-6.265625,0.060546875,-6.29296875
165,1461,Tree,1663,1.9772566556930542,-9.8125,-32.25,-21.375,6.965014457702637,-0.006934568285942078,-16.15625,-4.44140625,0.05712890625,-3.861328125
166,1461,Women's rights,1250,1.5112308263778687,-10.125,-34.75,-16.625,9.25595474243164,0.3068225085735321,-16.125,-5.33203125,0.06494140625,-2.955078125
