elo_rank,elo_score,name,elo_matches,nicolinho/QRM-Gemma-2-27B,Skywork/Skywork-Reward-Gemma-2-27B-v0.2,Skywork/Skywork-Reward-Gemma-2-27B,Skywork/Skywork-Reward-Llama-3.1-8B-v0.2,nicolinho/QRM-Llama3.1-8B,LxzGordon/URM-LLaMa-3.1-8B,Ray2333/GRM-Llama3-8B-rewardmodel-ft,Ray2333/GRM-Llama3.2-3B-rewardmodel-ft,RLHFlow/ArmoRM-Llama3-8B-v0.1,Ray2333/GRM-gemma2-2B-rewardmodel-ft
13,1604,Brain,682,0.7598928809165955,-11.9375,-36.75,-18.5,3.721282958984375,-0.14290322363376617,-20.109375,-6.375,0.0615234375,-7.16015625
14,1602,Thought,588,1.3779352903366089,-10.75,-30.5,-16.875,7.149322032928467,0.25825202465057373,-18.09375,-4.51953125,0.0673828125,-5.3515625
15,1601,Light,882,1.139837384223938,-10.75,-32.25,-17.5,7.1870036125183105,0.012846097350120544,-17.375,-3.94140625,0.07177734375,-5.83203125
16,1598,Sleep,1900,1.1094411611557007,-9.5,-29.625,-15.4375,10.938209533691406,0.3542596101760864,-14.75,-2.314453125,0.10546875,-4.48828125
17,1598,Breathing,756,1.4893862009048462,-9.1875,-29.875,-18.0,3.190058708190918,-0.16849607229232788,-17.203125,-2.05078125,0.0791015625,-1.833984375
18,1587,Empathy,496,1.3070124387741089,-9.875,-29.75,-12.0,8.316116333007812,0.43992042541503906,-16.5625,-1.5615234375,0.095703125,-1.7177734375
19,1585,Curiosity,1783,1.702154517173767,-9.0625,-26.25,-14.8125,8.94947624206543,0.24479272961616516,-15.921875,-1.07421875,0.10498046875,-3.435546875
20,1584,Sun,1331,0.5825848579406738,-11.1875,-35.25,-15.3125,10.650386810302734,0.19766126573085785,-16.109375,-3.955078125,0.07373046875,-5.30859375
21,1583,Creativity,115,1.4589903354644775,-10.1875,-33.25,-17.375,5.781166076660156,0.04103188216686249,-16.578125,-2.607421875,0.09765625,-4.82421875
22,1583,Consciousness,1317,1.6210997104644775,-9.8125,-31.75,-17.125,6.794586658477783,0.17262792587280273,-17.6875,-4.1015625,0.08203125,-5.0390625
23,1583,Sunlight,1710,0.9878589510917664,-10.6875,-34.25,-16.25,10.022778511047363,0.2626522481441498,-16.359375,-3.521484375,0.08154296875,-4.859375
24,1580,Joy,1825,2.654547929763794,-6.9375,-18.0,-14.375,10.839516639709473,0.27977991104125977,-15.2421875,-1.5048828125,0.08447265625,-0.03045654296875
25,1580,Self-awareness,133,1.1651668548583984,-10.3125,-33.0,-16.0,5.636634826660156,0.066028892993927,-16.921875,-4.44921875,0.08056640625,-5.265625
26,1579,Matter,685,1.1803646087646484,-12.25,-35.75,-23.875,-1.2449116706848145,-0.23193499445915222,-18.921875,-8.0078125,0.056884765625,-8.125
27,1579,Eating,293,0.8308155536651611,-11.125,-34.0,-19.375,4.055165767669678,0.06345432996749878,-16.71875,-4.5234375,0.07275390625,-6.40625
28,1576,Language,587,1.084112286567688,-10.9375,-34.0,-16.75,5.414962291717529,0.10182127356529236,-18.3125,-2.17578125,0.07373046875,-6.7109375
29,1572,Learning,735,1.1499689817428589,-10.8125,-31.0,-14.5625,11.285785675048828,0.3061644732952118,-17.21875,-4.63671875,0.080078125,-5.875
30,1571,Drinking water,432,0.5724533200263977,-10.9375,-37.0,-19.5,1.1078968048095703,-0.06763622164726257,-18.96875,-3.7734375,0.059326171875,-3.771484375
31,1571,Truth,982,1.5501772165298462,-9.75,-27.875,-14.3125,11.366276741027832,0.3463607132434845,-17.421875,-2.091796875,0.083984375,-3.677734375
32,1570,Idea,395,0.805486261844635,-11.5,-33.0,-19.25,2.5612940788269043,-0.07509748637676239,-17.390625,-4.4609375,0.068359375,-6.58984375
33,1570,Freedom of choice,511,2.239142417907715,-7.75,-25.25,-12.75,11.793102264404297,0.5510679483413696,-15.84375,-1.3857421875,0.10205078125,-0.9287109375
34,1569,The Internet,2003,0.8460132479667664,-11.3125,-36.5,-20.375,5.850751876831055,0.06115095317363739,-16.4375,-5.15234375,0.08935546875,-6.94140625
35,1569,Honesty,249,1.5704401731491089,-9.5,-27.875,-13.0,11.951746940612793,0.3547218143939972,-16.328125,-0.98388671875,0.09423828125,-2.275390625
36,1568,Wisdom,1082,1.7629457712173462,-9.4375,-29.875,-15.125,6.593835353851318,0.4156317114830017,-16.78125,-3.3515625,0.08251953125,-5.29296875
37,1567,Humour,916,1.6008356809616089,-9.3125,-29.75,-14.8125,10.9259033203125,0.2530336081981659,-14.640625,-3.4140625,0.099609375,-3.12109375
38,1566,Female body shape,513,0.12158625572919846,-15.875,-40.5,-20.875,7.253457069396973,-0.018876954913139343,-18.125,-8.203125,0.06982421875,-8.453125
39,1566,Memory,471,1.3576719760894775,-10.3125,-31.5,-13.625,8.951573371887207,0.2593982219696045,-16.34375,-4.046875,0.0830078125,-5.1171875
40,1565,Choice,96,1.722418189048767,-9.875,-28.125,-15.125,9.067447662353516,0.1765383780002594,-17.109375,-4.7734375,0.07666015625,-3.861328125
41,1557,Intelligence,1110,1.7224183082580566,-9.5625,-32.75,-15.9375,7.857419967651367,0.18530994653701782,-17.640625,-5.09375,0.0849609375,-5.390625
42,1555,Peace,472,2.4215152263641357,-7.28125,-20.75,-13.0,16.198261260986328,0.7988600730895996,-15.171875,-1.212890625,0.10546875,-2.568359375
43,1555,Internet,1816,0.8257499933242798,-10.8125,-35.75,-20.0,5.145017147064209,-0.08232049643993378,-17.265625,-4.8984375,0.08544921875,-7.71875
44,1553,Orgasm,2657,1.0739798545837402,-10.5625,-29.125,-16.625,8.28941535949707,0.015482336282730103,-14.53125,-6.17578125,0.09765625,-6.2109375
45,1550,Human sexual activity,667,1.1651666164398193,-11.5625,-35.0,-20.375,7.107565402984619,0.040031298995018005,-16.03125,-6.3125,0.08349609375,-9.0078125
46,1549,Biology,703,1.0385187864303589,-10.9375,-35.25,-20.5,1.0864019393920898,-0.14861799776554108,-17.09375,-8.90625,0.0703125,-8.625
47,1544,Freedom of speech,1595,1.3779354095458984,-9.6875,-32.0,-16.5,4.462042331695557,0.07061263918876648,-17.9375,-4.78125,0.07373046875,-5.28125
48,1544,Technology,911,1.307012677192688,-10.1875,-35.25,-20.75,2.520143508911133,-0.13704048097133636,-17.75,-3.216796875,0.07080078125,-6.796875
49,1543,Time,766,1.0942437648773193,-10.625,-32.5,-19.5,1.0970544815063477,-0.10801315307617188,-18.703125,-5.6796875,0.0751953125,-3.296875
50,1543,Music,1924,1.4893856048583984,-8.875,-27.875,-15.25,12.573209762573242,0.47241851687431335,-14.234375,-2.064453125,0.1103515625,-2.267578125
51,1540,Immune system,430,0.37741580605506897,-12.375,-40.75,-24.0,-2.6177854537963867,-0.3313658833503723,-19.796875,-6.734375,0.05078125,-7.0859375
52,1540,Atmosphere of Earth,488,0.6788381338119507,-11.5,-39.75,-20.0,2.026425838470459,-0.10520964860916138,-18.046875,-7.67578125,0.0751953125,-4.30078125
53,1539,Living,774,1.3374079465866089,-9.6875,-27.0,-16.0,9.3178129196167,0.2551603615283966,-16.5,-5.93359375,0.06640625,-4.84765625
54,1536,Hope,668,2.259406089782715,-8.0,-17.875,-10.4375,16.47785758972168,0.6414231657981873,-13.03125,-1.96484375,0.107421875,-1.5849609375
55,1533,Writing,1878,0.7396292090415955,-11.8125,-38.75,-22.0,1.7704830169677734,-0.09939689934253693,-19.515625,-6.4921875,0.07080078125,-8.984375
56,1531,Reality,752,1.327276587486267,-10.625,-32.0,-18.5,6.397679328918457,-0.013521149754524231,-18.859375,-4.375,0.076171875,-4.39453125
57,1531,Family,1629,1.9453186988830566,-8.0,-21.5,-12.25,16.794769287109375,0.7753890752792358,-14.6875,-1.431640625,0.09326171875,-0.083984375
58,1530,Big Bang,1589,0.4407399296760559,-12.25,-41.75,-22.5,-1.1423802375793457,-0.2815902829170227,-20.46875,-9.2578125,0.055419921875,-8.3125
59,1529,Unconditional love,719,2.715339422225952,-6.96875,-20.0,-9.25,19.550764083862305,0.951637327671051,-13.9609375,-0.159912109375,0.111328125,3.8359375
60,1528,Writing system,494,0.43567386269569397,-12.6875,-42.5,-22.625,-0.36490917205810547,-0.28398728370666504,-19.5625,-6.8125,0.0673828125,-7.6953125
61,1528,Sexual intercourse,1746,1.2310231924057007,-10.6875,-31.375,-16.375,14.069991111755371,0.1921171098947525,-14.7421875,-5.71875,0.08740234375,-7.7109375
62,1522,Human rights,115,1.4488582611083984,-9.6875,-31.75,-17.5,2.1246438026428223,-0.030670955777168274,-18.5625,-5.15234375,0.072265625,-5.0078125
63,1522,Comedy,383,1.0638483762741089,-10.9375,-35.25,-16.25,12.568867683410645,0.32680395245552063,-14.71875,-3.513671875,0.1044921875,-4.19140625
64,1521,Imagination,574,1.550176739692688,-9.6875,-28.875,-14.5,8.72132682800293,0.4362887442111969,-16.515625,-0.8330078125,0.10400390625,-5.04296875
65,1520,Evolution,3195,1.053716778755188,-11.6875,-35.25,-17.375,6.062952518463135,0.05557635426521301,-18.40625,-7.765625,0.07421875,-7.84375
66,1519,Atmosphere,1378,0.3140915334224701,-12.25,-40.0,-19.0,1.230064868927002,-0.1133001446723938,-18.34375,-5.2578125,0.076171875,-5.1484375
67,1519,Affection,354,2.421515464782715,-7.34375,-17.875,-10.375,17.83576011657715,0.7738901376724243,-12.734375,-1.5322265625,0.10595703125,-0.564453125
68,1517,Laughter,692,1.0435845851898193,-9.8125,-28.75,-14.6875,11.335983276367188,0.528454601764679,-13.9375,-2.017578125,0.109375,-0.451416015625
69,1516,Sex,310,1.4893852472305298,-10.1875,-29.0,-16.25,13.789604187011719,0.2072986662387848,-14.890625,-4.78125,0.08251953125,-7.69921875
70,1516,Loyalty,868,1.6413636207580566,-9.0625,-26.625,-11.875,13.64596176147461,0.6193429231643677,-15.609375,-2.06640625,0.099609375,-1.4619140625
71,1515,DNA,1480,0.7143000960350037,-12.125,-38.25,-18.875,1.9816608428955078,-0.14644712209701538,-19.9375,-5.265625,0.058349609375,-7.6953125
72,1515,Forgiveness,1797,1.4691218137741089,-9.3125,-28.125,-13.375,10.57763671875,0.561326801776886,-16.359375,-3.306640625,0.0986328125,-2.95703125
73,1512,Compassion,1889,1.631231665611267,-9.1875,-26.0,-13.8125,11.572690963745117,0.5689788460731506,-15.703125,-1.1044921875,0.103515625,-0.677734375
74,1511,Democracy,1697,1.3070123195648193,-10.875,-33.25,-16.5,9.281017303466797,0.18163791298866272,-17.625,-3.748046875,0.07275390625,-4.55859375
75,1511,Communication,354,1.529913306236267,-9.6875,-28.875,-14.5,10.504076957702637,0.32966458797454834,-15.4375,-2.052734375,0.10107421875,-4.26171875
76,1511,Electricity,2559,0.7598927617073059,-11.5,-39.25,-22.25,0.7076840400695801,-0.24076060950756073,-19.203125,-4.59765625,0.06298828125,-7.0859375
77,1510,Independence,438,1.610967993736267,-9.4375,-29.875,-14.8125,9.275286674499512,0.40181976556777954,-17.09375,-2.4765625,0.09521484375,-3.62109375
78,1510,Sexual arousal,1537,1.2208913564682007,-10.875,-33.0,-18.0,7.942469596862793,-0.05717359483242035,-16.328125,-6.0625,0.083984375,-7.55859375
79,1510,Electronics,39,0.754827082157135,-10.1875,-37.75,-21.5,-0.14228343963623047,-0.3073904514312744,-18.484375,-5.3515625,0.06494140625,-6.78125
80,1509,Sense of wonder,292,1.347540020942688,-9.875,-30.25,-14.0625,11.00644302368164,0.5572736263275146,-15.8203125,-3.4921875,0.10205078125,-1.3837890625
81,1508,Milky Way,831,0.45340415835380554,-11.875,-39.25,-23.375,-1.2033658027648926,-0.21351030468940735,-18.859375,-8.5546875,0.0634765625,-5.95703125
82,1508,History,1571,0.8662777543067932,-12.0625,-36.75,-19.375,3.083738327026367,-0.04030035436153412,-18.171875,-7.2734375,0.060302734375,-7.6875
83,1507,Sound,1411,0.5243271589279175,-10.9375,-36.0,-17.875,3.911223888397217,-0.005312696099281311,-17.46875,-5.1953125,0.080078125,-5.203125
84,1506,Woman,1672,0.5445911884307861,-13.375,-35.25,-21.0,5.0354814529418945,0.011976242065429688,-17.890625,-8.484375,0.0625,-8.0078125
85,1506,Making out,176,0.08232540637254715,-13.3125,-40.75,-19.625,5.640545845031738,-0.07834513485431671,-18.46875,-9.796875,0.080078125,-8.1875
86,1506,Reading,373,0.38501444458961487,-12.0625,-37.75,-19.875,5.495970249176025,0.11423541605472565,-18.890625,-5.6796875,0.07470703125,-6.90625
87,1504,Natural science,76,0.8713433742523193,-11.375,-39.0,-21.375,0.9094300270080566,-0.21243183314800262,-18.28125,-6.4765625,0.076171875,-8.625
88,1504,Scientific method,369,0.922002375125885,-11.4375,-38.0,-20.875,0.10691046714782715,-0.13272930681705475,-18.640625,-7.8125,0.076171875,-7.75390625
89,1503,Star,255,0.3799488842487335,-12.4375,-38.25,-20.625,2.879056453704834,-0.22752214968204498,-18.0625,-8.515625,0.07080078125,-7.59375
90,1503,Agriculture,917,0.5141956210136414,-12.3125,-39.0,-21.75,-0.32998204231262207,-0.19734162092208862,-19.90625,-6.44140625,0.057861328125,-8.203125
91,1501,Leisure,160,1.3678035736083984,-9.6875,-27.25,-15.6875,13.230510711669922,0.5203772187232971,-15.2890625,-4.40625,0.1025390625,-3.9453125
92,1501,Nervous system,367,0.5597889423370361,-12.25,-38.25,-23.125,-2.939913511276245,-0.3093666434288025,-19.921875,-8.2265625,0.054931640625,-8.6171875
93,1500,Meaning of life,306,1.5704405307769775,-9.0,-30.125,-14.875,8.465922355651855,0.33011093735694885,-16.703125,-5.0859375,0.0908203125,-4.046875
94,1500,Heart,327,1.5096495151519775,-10.8125,-30.5,-18.25,1.8936200141906738,-0.15362483263015747,-18.046875,-4.72265625,0.0654296875,-3.85546875
95,1497,Computer,118,0.5724542140960693,-11.875,-40.25,-22.875,0.1213681697845459,-0.26219892501831055,-19.96875,-6.3046875,0.060791015625,-8.328125
96,1497,Energy,449,0.9878593683242798,-11.0625,-32.25,-18.375,0.3560457229614258,-0.16948817670345306,-18.3125,-3.09765625,0.07421875,-6.91015625
97,1496,Problem solving,443,0.9523983001708984,-10.1875,-34.5,-13.375,11.400060653686523,0.49885687232017517,-17.078125,-3.671875,0.09326171875,-4.81640625
98,1495,Storytelling,354,1.2867497205734253,-9.8125,-29.25,-12.0625,12.140811920166016,0.5347527861595154,-13.46875,-1.859375,0.1181640625,-4.5390625
99,1495,General relativity,580,0.24950191378593445,-13.375,-44.5,-22.75,1.298001766204834,-0.23902587592601776,-18.859375,-9.75,0.06396484375,-9.71875
100,1495,Health care,462,1.0891780853271484,-10.0625,-35.5,-17.875,1.9326133728027344,-0.08039513230323792,-18.0625,-3.32421875,0.0615234375,-5.28125
101,1494,Drinking,400,-0.17477035522460938,-12.375,-37.25,-20.25,3.103395462036133,-0.04295085370540619,-18.390625,-7.77734375,0.06396484375,-8.1640625
102,1494,Altruism,666,1.2259577512741089,-10.3125,-34.0,-16.25,7.199344635009766,0.26595795154571533,-16.3125,-3.716796875,0.09619140625,-4.390625
103,1492,Cell (biology),428,0.6459099054336548,-11.8125,-43.0,-22.75,-1.731482744216919,-0.2539232671260834,-19.875,-7.1875,0.060791015625,-8.0546875
104,1491,Woman on top,1452,0.3128247559070587,-14.125,-43.75,-23.75,-2.523494243621826,-0.2864686846733093,-19.5,-9.578125,0.06689453125,-9.109375
105,1491,Art,622,1.0638483762741089,-10.8125,-34.25,-17.75,6.008175373077393,0.17850619554519653,-17.015625,-4.015625,0.095703125,-5.53125
106,1490,DNA replication,452,0.26216670870780945,-13.25,-45.25,-23.25,-4.0285491943359375,-0.3804096579551697,-21.34375,-9.015625,0.05126953125,-8.3984375
107,1489,Nutrition,234,0.6839037537574768,-11.6875,-37.5,-18.125,1.7578630447387695,-0.0572529137134552,-17.90625,-4.19921875,0.07080078125,-7.99609375
108,1489,White blood cell,375,0.5065967440605164,-12.625,-44.0,-25.0,-3.3636012077331543,-0.4362148642539978,-20.15625,-9.234375,0.033447265625,-8.390625
109,1489,Peaceful transition of power,105,0.2824292480945587,-12.9375,-43.25,-20.125,2.7804670333862305,-0.06895335018634796,-18.625,-5.3203125,0.0810546875,-5.6796875
110,1488,Innovation,669,1.2766172885894775,-10.875,-34.25,-17.375,6.518099308013916,0.0727781355381012,-17.9375,-4.33203125,0.09375,-5.82421875
111,1488,Cleavage (breasts),664,0.5724534392356873,-14.0625,-38.75,-23.375,-1.643442153930664,-0.4229096472263336,-18.453125,-8.1875,0.072265625,-8.09375
112,1488,Natural environment,83,0.7750908732414246,-10.25,-34.25,-19.625,5.511654376983643,0.1171908974647522,-17.046875,-3.08203125,0.07763671875,-3.603515625
113,1488,Romance (love),1296,2.229011058807373,-7.46875,-22.25,-14.0,11.73709774017334,0.5581955909729004,-13.921875,-2.3125,0.10546875,0.70166015625
114,1487,Sense,625,0.5471237301826477,-12.3125,-33.5,-19.75,0.6301653385162354,-0.08480830490589142,-17.640625,-6.39453125,0.06640625,-7.28125
115,1486,Education,773,1.0385184288024902,-10.8125,-33.75,-16.875,5.560208797454834,0.13391321897506714,-16.84375,-3.447265625,0.0859375,-5.3125
116,1486,Culture,235,0.7244317531585693,-11.25,-35.25,-18.125,6.771975994110107,0.11017085611820221,-17.21875,-5.609375,0.07470703125,-4.74609375
117,1484,Freethought,462,0.9017392992973328,-11.0625,-37.0,-18.875,2.574532985687256,-0.06427426636219025,-17.75,-7.59375,0.07763671875,-7.4140625
118,1483,Atom,452,0.34195470809936523,-13.0625,-40.25,-21.625,-2.3298301696777344,-0.3217203617095947,-20.375,-7.3828125,0.056884765625,-7.71484375
119,1483,People,461,1.560308575630188,-9.625,-29.625,-20.125,5.95316743850708,-0.08275449275970459,-17.5625,-5.6484375,0.07177734375,-4.40625
120,1483,Emotional intelligence,123,0.861211895942688,-10.8125,-37.0,-14.125,3.7083144187927246,0.03908708691596985,-17.921875,-5.11328125,0.08154296875,-4.48828125
121,1482,Ethics,483,1.185430884361267,-11.3125,-34.75,-17.375,3.599562644958496,0.05103708803653717,-17.875,-6.40625,0.09228515625,-7.1328125
122,1482,Computer program,440,0.25710058212280273,-12.875,-46.75,-24.5,-0.32436537742614746,-0.31774863600730896,-19.09375,-6.5625,0.06103515625,-8.6015625
123,1481,Helping behavior,1383,1.1955630779266357,-9.5625,-33.75,-11.75,14.09659194946289,0.4129646420478821,-15.6796875,-3.548828125,0.10205078125,-2.802734375
124,1480,Reading comprehension,105,0.40781161189079285,-12.875,-42.0,-21.625,3.5538101196289062,-0.20682570338249207,-19.125,-7.875,0.068359375,-8.3359375
125,1480,Utopia,1136,1.190496802330017,-10.4375,-32.75,-18.5,6.884149551391602,0.13928532600402832,-16.15625,-5.9453125,0.0966796875,-3.4765625
126,1479,Privacy,508,1.4589899778366089,-10.3125,-32.25,-15.375,8.364559173583984,0.3448839485645294,-18.625,-2.001953125,0.0947265625,-4.12890625
127,1478,Number,1666,0.7750906348228455,-12.3125,-38.75,-17.5,3.6052517890930176,-0.0977587103843689,-18.1875,-8.3203125,0.07666015625,-6.84765625
128,1478,Physical intimacy,397,1.4083313941955566,-10.125,-32.25,-15.3125,10.889248847961426,0.3325323760509491,-15.609375,-3.52734375,0.0908203125,-5.80859375
129,1475,Separation of church and state,707,0.324223130941391,-13.375,-46.0,-23.25,-3.1640572547912598,-0.2184140980243683,-19.90625,-7.95703125,0.06787109375,-7.65234375
130,1475,Depth perception,1512,0.042114924639463425,-13.6875,-45.75,-19.625,0.5391294956207275,-0.2360220104455948,-20.46875,-7.65625,0.0732421875,-7.60546875
131,1474,Medicine,413,0.9169366359710693,-10.75,-35.25,-18.5,2.779344081878662,-0.11704263091087341,-18.546875,-3.32421875,0.06494140625,-7.65234375
132,1473,Dimension,261,0.6737722754478455,-13.75,-38.0,-22.75,-1.2081058025360107,-0.32038140296936035,-18.9375,-8.953125,0.06982421875,-8.0859375
133,1473,Virtue,477,1.5907045602798462,-9.1875,-27.25,-16.125,9.123172760009766,0.5212740898132324,-15.8359375,-3.904296875,0.083984375,-3.6015625
134,1473,Library and information science,299,0.47366899251937866,-12.8125,-44.0,-23.0,0.017207622528076172,-0.30318892002105713,-18.265625,-8.984375,0.0673828125,-9.21875
135,1472,Speech,468,1.089178204536438,-10.875,-33.0,-15.875,7.988750457763672,0.21764050424098969,-17.8125,-4.9375,0.07958984375,-6.3984375
136,1472,Freedom of the press,331,0.673772394657135,-11.875,-41.25,-22.5,-2.0347108840942383,-0.2428901642560959,-19.21875,-6.734375,0.06982421875,-7.50390625
137,1472,Exploration,412,1.3475399017333984,-10.625,-30.25,-17.75,5.659506797790527,0.00968758761882782,-16.328125,-5.4375,0.1044921875,-5.3125
138,1471,Vaccine,1662,0.6636406183242798,-13.0,-41.5,-22.0,-0.10312271118164062,-0.21846166253089905,-19.015625,-6.88671875,0.06298828125,-6.37109375
139,1471,Personal computer,1907,0.6459096670150757,-11.0,-41.25,-22.625,-0.5780606269836426,-0.2232038974761963,-18.796875,-7.7578125,0.059326171875,-7.53515625
140,1471,Healing,208,1.489385962486267,-9.6875,-28.0,-13.9375,8.939881324768066,0.3178918659687042,-15.4765625,-2.71484375,0.0908203125,-3.572265625
141,1471,Soul,1235,1.519781470298767,-10.1875,-31.875,-18.5,1.4470267295837402,-0.0799502432346344,-17.828125,-5.7265625,0.06787109375,-5.55859375
142,1471,Research,104,1.3678035736083984,-11.625,-36.75,-14.5625,8.950948715209961,0.10231851041316986,-17.609375,-6.76953125,0.072265625,-7.02734375
143,1471,Planet,409,0.40274518728256226,-13.0625,-38.25,-22.375,-0.16316533088684082,-0.24391673505306244,-20.453125,-7.08203125,0.060546875,-8.0
144,1470,Forest,627,0.8966728448867798,-12.625,-39.0,-22.25,0.20453715324401855,-0.22722791135311127,-19.1875,-6.7734375,0.06396484375,-7.265625
145,1470,Plant,1224,-0.18996745347976685,-12.875,-41.75,-22.875,-2.090125322341919,-0.20933322608470917,-19.453125,-6.9296875,0.0615234375,-8.015625
146,1470,Calmness,184,1.3981989622116089,-9.3125,-27.625,-16.25,9.456642150878906,0.40642398595809937,-16.828125,-2.1015625,0.09228515625,-3.486328125
147,1468,Randomness,1613,0.5952505469322205,-12.5625,-41.25,-18.125,5.429603099822998,-0.10621148347854614,-17.90625,-7.06640625,0.08349609375,-5.1875
148,1468,Individual,246,1.8237366676330566,-10.8125,-30.875,-18.0,8.83137321472168,0.057878851890563965,-18.734375,-6.49609375,0.07568359375,-5.8984375
149,1468,Teamwork,191,0.9118703007698059,-11.0,-36.75,-16.625,5.8241472244262695,0.12417230010032654,-17.828125,-3.369140625,0.08642578125,-3.458984375
150,1467,Emotion,875,1.8338687419891357,-8.9375,-27.5,-14.3125,8.300929069519043,0.26321524381637573,-15.8828125,-1.619140625,0.08935546875,-4.8046875
151,1467,Human sexuality,105,1.448858380317688,-11.3125,-34.75,-19.125,5.182245254516602,-0.046635761857032776,-16.453125,-4.94921875,0.0732421875,-8.8359375
152,1467,Public transport,1815,-0.3242148458957672,-13.375,-48.0,-22.75,-1.5483238697052002,-0.2998872697353363,-20.375,-8.21875,0.0546875,-7.734375
153,1466,Poverty reduction,36,0.8257497549057007,-11.75,-37.75,-20.625,2.5438356399536133,-0.027472570538520813,-16.75,-4.91015625,0.0927734375,-4.125
154,1466,Women's suffrage,340,0.2558337450027466,-13.25,-42.5,-22.625,-1.4092934131622314,-0.23527902364730835,-19.890625,-9.359375,0.0625,-7.671875
155,1465,Universal health care,447,0.6357780694961548,-11.625,-41.25,-18.75,0.7163991928100586,-0.0748247504234314,-18.34375,-4.03515625,0.06787109375,-6.3125
156,1464,Probability,479,1.018255352973938,-12.1875,-35.5,-19.5,4.886000633239746,-0.09988535940647125,-19.078125,-7.94140625,0.0703125,-7.7734375
157,1464,Ecstasy (emotion),363,1.7933409214019775,-9.3125,-29.5,-14.625,7.707651615142822,0.21798962354660034,-15.2734375,-4.9765625,0.0947265625,-2.97265625
158,1463,Heat,619,0.8206837177276611,-12.1875,-38.0,-16.875,5.712828159332275,0.0575639009475708,-17.515625,-5.046875,0.0703125,-3.658203125
159,1463,Skin,499,0.4179431200027466,-12.0625,-39.25,-19.75,0.7659809589385986,-0.24697212874889374,-19.328125,-6.0859375,0.0625,-5.23828125
160,1462,Justice,961,1.7122865915298462,-9.3125,-26.75,-14.8125,8.66584587097168,0.35439085960388184,-17.21875,-2.2578125,0.0908203125,-2.984375
161,1462,Breast,440,0.08169229328632355,-13.75,-35.5,-20.125,2.999605178833008,-0.24144791066646576,-17.546875,-8.828125,0.06591796875,-8.546875
162,1462,Dignity,304,1.8440009355545044,-8.8125,-23.5,-14.9375,9.308303833007812,0.5260735750198364,-17.8125,-2.30859375,0.1005859375,-0.7998046875
163,1461,Future,288,1.155035376548767,-11.5625,-32.25,-14.3125,10.105862617492676,0.03403860330581665,-16.765625,-4.828125,0.0947265625,-4.37890625
164,1461,Moon,1824,0.5420578122138977,-12.5625,-39.0,-19.75,4.3842573165893555,-0.13330350816249847,-19.21875,-6.734375,0.06982421875,-7.63671875
165,1461,Tree,1663,0.6636403203010559,-12.4375,-41.0,-25.375,-5.068248271942139,-0.40253719687461853,-19.84375,-7.4375,0.0439453125,-7.109375
